,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Content Rating NUM,Category NUM
2563,Love Sticker,SOCIAL,4.6,33177,10,1000000,Free,0.0,Everyone,Social,"June 12, 2018",2.1.6,4.0 and up,1,27
2564,Web Browser & Fast Explorer,SOCIAL,4.4,54768,2.6,5000000,Free,0.0,Everyone,Social,"May 16, 2018",3.6.1,4.0.3 and up,1,27
6143,Zdravei.BG,SOCIAL,4.191767218366257,6,6.1,1000,Free,0.0,Mature 17+,Social,"January 8, 2018",3.7.17,4.1 and up,3,27
2648,"Jaumo Dating, Flirt & Live Video",SOCIAL,4.4,900064,13,10000000,Free,0.0,Mature 17+,Social,"July 31, 2018",4.17.2,4.1 and up,3,27
7647,Hashtags For Likes.co,SOCIAL,4.3,420,18,50000,Free,0.0,Everyone,Social,"December 19, 2016",1.1,4.0.3 and up,1,27
8507,GirlTalk.dk,SOCIAL,4.3,3,5.3,100,Free,0.0,Teen,Social,"September 22, 2017",3.1.0,4.1 and up,4,27
2547,"Messages, Text and Video Chat for Messenger",SOCIAL,4.4,49173,4.0,10000000,Free,0.0,Everyone,Social,"June 4, 2018",1.24,4.1 and up,1,27
7023,"Fiesta by Tango - Find, Meet and Make New Friends",SOCIAL,4.3,112223,34,1000000,Free,0.0,Mature 17+,Social,"July 5, 2018",5.68.1,5.0 and up,3,27
2571,Amino: Communities and Chats,SOCIAL,4.8,1259075,62,10000000,Free,0.0,Teen,Social,"July 20, 2018",1.8.19179,4.0.3 and up,4,27
6281,Grindr - Gay chat,SOCIAL,3.6,284795,31,10000000,Free,0.0,Mature 17+,Social,"August 3, 2018",4.1.2,4.3 and up,3,27
2640,uCiC- Videos and Photos on demand,SOCIAL,4.0,2052,7.0,100000,Free,0.0,Teen,Social,"September 27, 2017",2.16,4.4 and up,4,27
2569,SPARK - Live random video chat & meet new people,SOCIAL,4.6,79658,17,5000000,Free,0.0,Mature 17+,Social,"August 6, 2018",2.1.3.2,4.3 and up,3,27
2567,Love Images,SOCIAL,4.3,16404,2.3,1000000,Free,0.0,Everyone,Social,"June 24, 2018",1.6,2.3 and up,1,27
2568,Web Browser ( Fast & Secure Web Explorer),SOCIAL,4.4,2508,6.0,500000,Free,0.0,Everyone,Social,"November 20, 2017",2.0.1,4.0.3 and up,1,27
6686,Br Browser,SOCIAL,4.9,29,2.5,500,Free,0.0,Everyone,Social,"March 20, 2018",5.0,5.0 and up,1,27
8579,Otto DM,SOCIAL,4.191767218366257,0,2.4,10,Free,0.0,Teen,Social,"March 7, 2018",1.0,4.0 and up,4,27
2570,Golden telegram,SOCIAL,4.3,374,20,50000,Free,0.0,Everyone,Social,"July 30, 2018",T4.6.5-tl2.0.1,4.1 and up,1,27
6380,Daily Murli Saar Widget,SOCIAL,4.6,308,0.4,10000,Free,0.0,Everyone,Social,"June 10, 2015",1.0,3.0 and up,1,27
8676,DP and Status for WhatsApp 2018,SOCIAL,4.5,787,6.9,100000,Free,0.0,Everyone,Social,"February 17, 2018",2.4.2,4.0.3 and up,1,27
2573,Meet – Talk to Strangers Using Random Video Chat,SOCIAL,4.6,60562,15,5000000,Free,0.0,Mature 17+,Social,"August 6, 2018",1.3.2,4.3 and up,3,27
2637,textPlus: Free Text & Calls,SOCIAL,4.1,382121,28,10000000,Free,0.0,Everyone,Social,"July 26, 2018",7.3.1,4.1 and up,1,27
6691,Dr. B.R.Ambedkar,SOCIAL,4.8,1902,5.2,100000,Free,0.0,Everyone,Social,"June 5, 2014",1.3,2.1 and up,1,27
8503,DK Murali,SOCIAL,4.8,65,7.1,500,Free,0.0,Teen,Social,"February 25, 2017",1.1.2,4.1 and up,4,27
6378,BK Traffic Control cum Chart,SOCIAL,4.7,549,17,10000,Free,0.0,Teen,Social,"June 29, 2016",3.0.1,3.0 and up,4,27
2575,"💘 WhatsLov: Smileys of love, stickers and GIF",SOCIAL,4.6,22098,18,1000000,Free,0.0,Everyone,Social,"July 24, 2018",4.2.4,4.0.3 and up,1,27
2641,Meetup,SOCIAL,4.2,79130,23,5000000,Free,0.0,Teen,Social,"August 2, 2018",3.10.26,4.4 and up,4,27
6688,Dr B R Ambedkar (Jai Bhim),SOCIAL,4.7,2068,7.5,100000,Free,0.0,Everyone,Social,"April 13, 2014",1.0,2.2 and up,1,27
2566,VidStatus app - Status Videos & Status Downloader,SOCIAL,4.5,25562,31,5000000,Free,0.0,Teen,Social,"August 2, 2018",2.6.10,4.1 and up,4,27
8685,Dp For Whatsapp,SOCIAL,4.3,39,12,5000,Free,0.0,Everyone,Social,"April 13, 2017",1.0,4.0.3 and up,1,27
10176,Hertfordshire FA,SPORTS,4.191767218366257,0,3.6,500,Free,0.0,Everyone,Sports,"January 18, 2017",1.3,4.0.3 and up,1,28
10239,FC Barcelona Fantasy Manager: Real football mobile,SPORTS,4.4,15221,30,1000000,Free,0.0,Everyone,Sports,"October 2, 2017",7.30.005,4.0.3 and up,1,28
3093,NASCAR MOBILE,SPORTS,4.2,80900,21,1000000,Free,0.0,Everyone,Sports,"July 25, 2018",7.1.7.4,4.4 and up,1,28
10245,"Barca News - FC Barcelona, World Foot & Transfers",SPORTS,4.8,160,6.4,10000,Free,0.0,Everyone,Sports,"August 4, 2018",4.0,4.1 and up,1,28
9375,Fit the Fat 2,SPORTS,3.8,35746,55,5000000,Free,0.0,Everyone,Sports,"December 15, 2017",1.4.3,4.0.3 and up,1,28
8332,Guia Bike DF,SPORTS,4.191767218366257,29,14,100,Free,0.0,Everyone,Sports,"February 18, 2018",22.0,5.0 and up,1,28
10244,Barcelona Calendar,SPORTS,4.4,670,3.1,10000,Free,0.0,Everyone,Sports,"November 17, 2017",2.2,4.0.3 and up,1,28
3095,MLB Ballpark,SPORTS,3.9,5511,32,1000000,Free,0.0,Everyone,Sports,"July 16, 2018",7.3.0,4.2 and up,1,28
3079,US Open Tennis Championships 2018,SPORTS,4.0,9971,33,1000000,Free,0.0,Everyone,Sports,"June 5, 2018",7.1,5.0 and up,1,28
3002,U + professional baseball,SPORTS,4.3,2486,18,500000,Free,0.0,Everyone,Sports,"July 30, 2018",06.11.00,4.4 and up,1,28
10241,FC Barcelona Official Keyboard,SPORTS,4.7,5229,20,500000,Free,0.0,Everyone,Sports,"May 17, 2018",2.1.0.0.15734,4.1 and up,1,28
10243,Barcelona News - Sportfusion,SPORTS,4.4,382,20,10000,Free,0.0,Everyone,Sports,"March 6, 2018",3.953,4.1 and up,1,28
3094,WatchESPN,SPORTS,4.1,288809,6.6,10000000,Free,0.0,Everyone,Sports,"September 27, 2017",2.5.1,4.4 and up,1,28
10242,Barcelona Live 2018—Goals & News for Barca FC Fans,SPORTS,4.6,342,38,10000,Free,0.0,Everyone,Sports,"August 6, 2018",2.22.0,4.2 and up,1,28
10188,ESPN Fantasy Sports,SPORTS,4.0,176487,10,5000000,Free,0.0,Everyone,Sports,"November 21, 2017",5.3.0,4.4 and up,1,28
10178,Premier League - Official App,SPORTS,4.3,63782,24,5000000,Free,0.0,Everyone,Sports,"August 7, 2018",1.1.5,4.1 and up,1,28
7296,CG Smart,SPORTS,4.191767218366257,2,1.5,100,Free,0.0,Everyone,Sports,"August 12, 2016",1.4,4.0.3 and up,1,28
8325,DF Coaching,SPORTS,4.0,1,3.6,100,Free,0.0,Everyone,Sports,"May 24, 2018",1.0.1,4.1 and up,1,28
6678,Bleacher Report Live,SPORTS,4.0,232,32,50000,Free,0.0,Everyone,Sports,"August 1, 2018",2.1.2,5.0 and up,1,28
5490,True Skate,SPORTS,4.4,129409,73,1000000,Paid,1.99,Everyone,Sports,"August 4, 2018",1.5.1,4.0.3 and up,1,28
4166,G-Force Driving Assistant,SPORTS,4.6,10,6.1,100,Paid,3.88,Everyone,Sports,"April 10, 2013",1.0,2.3.3 and up,1,28
3087,NBA,SPORTS,4.4,108318,35,10000000,Free,0.0,Everyone,Sports,"July 9, 2018",2017.7.1,4.4 and up,1,28
2996,Speed Boat Racing,SPORTS,4.0,2487,27,1000000,Free,0.0,Everyone,Sports,"August 3, 2018",12.0,4.0.3 and up,1,28
5510,AQ Coach,SPORTS,4.191767218366257,0,28,5,Free,0.0,Everyone,Sports,"May 25, 2018",1.1.0,4.4 and up,1,28
7315,Betting Tips / Sports Tips by CG Tipster,SPORTS,4.1,315,7.7,10000,Free,0.0,Everyone,Sports,"July 18, 2018",6.95,4.4 and up,1,28
7278,Azulones Getafe CF Fans,SPORTS,4.191767218366257,4,7.8,100,Free,0.0,Teen,Sports,"March 25, 2017",2.3.11,2.3.3 and up,4,28
3086,Fantasy Football & NFL News,SPORTS,4.5,2943,8.1,100000,Free,0.0,Everyone,Sports,"May 15, 2018",6.1.3,2.3.3 and up,1,28
2998,Lionel Messi Wallpapers,SPORTS,4.7,950,18,100000,Free,0.0,Everyone,Sports,"July 17, 2018",2.6,4.1 and up,1,28
7277,Imperium CF,SPORTS,4.191767218366257,9,3.5,500,Free,0.0,Everyone,Sports,"March 22, 2017",01e,4.0.3 and up,1,28
2997,La Liga - Spanish Soccer League Official,SPORTS,4.5,180938,29,10000000,Free,0.0,Everyone,Sports,"July 24, 2018",6.4.8,4.0.3 and up,1,28
7275,Cluster CF,SPORTS,4.191767218366257,10,3.2,100,Free,0.0,Everyone,Sports,"July 15, 2018",4.11,4.1 and up,1,28
3082,"FIFA - Tournaments, Soccer News & Live Scores",SPORTS,4.2,342912,6.0,10000000,Free,0.0,Everyone,Sports,"August 3, 2018",4.3.1,4.4 and up,1,28
9312,E.F.JUVENTUD MADRID,SPORTS,4.191767218366257,3,5.3,100,Free,0.0,Everyone,Sports,"July 13, 2017",1.1,4.0.3 and up,1,28
3088,Golfshot: Golf GPS + Tee Times,SPORTS,4.3,7543,25,500000,Free,0.0,Everyone,Sports,"July 11, 2018",1.31.0,4.1 and up,1,28
7335,Dive-Store.ch,SPORTS,4.191767218366257,0,6.3,5,Paid,1.99,Everyone,Sports,"July 25, 2018",2.0.4,4.0 and up,1,28
3092,NHL,SPORTS,4.0,68935,48,5000000,Free,0.0,Everyone,Sports,"June 27, 2018",9.4.0,4.2 and up,1,28
10238,Barca News - app for Barcelona FC Fans,SPORTS,4.5,207,4.5,10000,Free,0.0,Everyone,Sports,"November 13, 2017",2.6.0,4.0 and up,1,28
3091,"Yahoo Sports - scores, stats, news, & highlights",SPORTS,4.5,32386,19,1000000,Free,0.0,Everyone,Sports,"August 1, 2018",7.8.0,5.1 and up,1,28
3085,"theScore: Live Sports Scores, News, Stats & Videos",SPORTS,4.4,133833,34,10000000,Free,0.0,Everyone 10+,Sports,"July 25, 2018",6.17.2,4.4 and up,2,28
10194,Soccer 2018,SPORTS,3.5,172373,47,10000000,Free,0.0,Everyone,Sports,"July 12, 2018",1.3,4.3 and up,1,28
6162,BG Torneos,SPORTS,4.191767218366257,7,2.3,100,Free,0.0,Everyone,Sports,"June 13, 2018",2.0.0,4.1 and up,1,28
6170,BG Cricket,SPORTS,4.191767218366257,6,24,500,Free,0.0,Everyone,Sports,"June 14, 2018",2.4.4,4.2 and up,1,28
3000,The 5th Stand,SPORTS,4.8,1664,17,100000,Free,0.0,Everyone,Sports,"July 31, 2018",1.2.677,4.4 and up,1,28
3083,365Scores - Live Scores,SPORTS,4.6,666521,25,10000000,Free,0.0,Everyone,Sports,"July 29, 2018",5.5.9,4.1 and up,1,28
8574,Basketball Dynasty Manager 16,SPORTS,4.4,426,21,5000,Paid,1.99,Everyone,Sports,"June 1, 2016",2.2.3,4.0 and up,1,28
8564,DM Tuning,SPORTS,3.3,64,5.7,5000,Free,0.0,Everyone,Sports,"April 4, 2018",1.9.1,6.0 and up,1,28
2999,Goal Live Scores,SPORTS,4.4,232423,35,5000000,Free,0.0,Everyone,Sports,"June 11, 2018",4.2.2,4.0.3 and up,1,28
7269,Cacique CF,SPORTS,4.191767218366257,19,3.5,100,Free,0.0,Everyone,Sports,"October 10, 2016",01e,4.0.3 and up,1,28
8170,Da Fit,SPORTS,3.5,1151,8.3,10000,Free,0.0,Everyone,Sports,"July 23, 2018",v1.0.0-195-gb96d9f2,4.4 and up,1,28
3059,Tennis News and Scores,SPORTS,4.3,101,3.9,10000,Free,0.0,Everyone,Sports,"July 15, 2018",5.4,4.1 and up,1,28
3036,Mobitee GPS Golf Free,SPORTS,4.2,1904,9.9,100000,Free,0.0,Everyone,Sports,"June 11, 2018",2.0.22,2.3 and up,1,28
10775,FQ - Football Quiz,SPORTS,4.191767218366257,1,9.0,1,Free,0.0,Everyone,Sports,"May 29, 2018",1.0,5.0 and up,1,28
3063,"theScore: Live Sports Scores, News, Stats & Videos",SPORTS,4.4,133833,34,10000000,Free,0.0,Everyone 10+,Sports,"July 25, 2018",6.17.2,4.4 and up,2,28
6348,BJJ Roadmap by Stephan Kesting,SPORTS,4.6,969,3.6,10000,Free,0.0,Everyone,Sports,"August 21, 2014",1.0,4.0 and up,1,28
3034,PGA TOUR LIVE,SPORTS,3.4,1845,12,100000,Free,0.0,Everyone,Sports,"June 7, 2017",1.3.0,4.2 and up,1,28
3033,Golfshot: Golf GPS + Tee Times,SPORTS,4.3,7543,25,500000,Free,0.0,Everyone,Sports,"July 11, 2018",1.31.0,4.1 and up,1,28
3065,MSN Sports - Scores & Schedule,SPORTS,4.5,35394,21,500000,Free,0.0,Everyone,Sports,"July 5, 2018",1.2.0,4.2 and up,1,28
3032,Live Golf Scores - US & European Golf,SPORTS,4.2,798,4.7,50000,Free,0.0,Everyone 10+,Sports,"August 1, 2018",3.5,4.0 and up,2,28
3066,"Yahoo Sports - scores, stats, news, & highlights",SPORTS,4.5,32386,19,1000000,Free,0.0,Everyone,Sports,"August 1, 2018",7.8.0,5.1 and up,1,28
3067,WatchESPN,SPORTS,4.1,288809,6.6,10000000,Free,0.0,Everyone,Sports,"September 27, 2017",2.5.1,4.4 and up,1,28
3068,"FOX Sports: Live Streaming, Scores & News",SPORTS,4.0,28895,82,5000000,Free,0.0,Teen,Sports,"August 2, 2018",4.4.15,5.0 and up,4,28
8423,Bike Unchained,SPORTS,4.3,83545,23,5000000,Free,0.0,Everyone,Sports,"July 31, 2018",1.193,4.0 and up,1,28
3031,Zepp Golf Swing Analyzer,SPORTS,4.4,2020,84,100000,Free,0.0,Everyone,Sports,"May 24, 2018",4.4.0,5.0 and up,1,28
6284,Pool Billiards Classic - bi a,SPORTS,3.9,5644,14,1000000,Free,0.0,Everyone,Sports,"November 1, 2017",1.7,4.0.3 and up,1,28
9608,Yoong: Kick 'Em Up!,SPORTS,4.3,7107,33,100000,Free,0.0,Everyone,Sports,"December 16, 2015",1.1.1,4.0.3 and up,1,28
6452,B.M.Snowboard Free,SPORTS,3.9,9765,14,1000000,Free,0.0,Everyone,Sports,"May 1, 2017",1.38.1,2.3 and up,1,28
8426,Bike 3D Configurator,SPORTS,4.3,34062,85,1000000,Free,0.0,Everyone,Sports,"April 3, 2018",1.6.7,4.4 and up,1,28
3038,GolfLogix GPS + Putt Breaks,SPORTS,4.0,11085,61,1000000,Free,0.0,Everyone,Sports,"June 21, 2018",8.9.3,4.0.3 and up,1,28
3039,Golfshot Plus: Golf GPS,SPORTS,4.1,3387,25,50000,Paid,29.99,Everyone,Sports,"July 11, 2018",4.18.0,4.1 and up,1,28
10723,Mobile Kick,SPORTS,4.3,111809,40,10000000,Free,0.0,Everyone,Sports,"February 7, 2018",1.0.21,4.1 and up,1,28
7713,Sporting CP Keyboard Theme,SPORTS,4.191767218366257,45,5.3,5000,Free,0.0,Everyone,Sports,"October 24, 2017",1.0,4.0 and up,1,28
5573,AS - News and sports results.,SPORTS,3.7,20879,22,1000000,Free,0.0,Everyone,Sports,"June 9, 2018",5.1.13,4.1 and up,1,28
3047,CBS Sports Fantasy,SPORTS,4.0,43611,27,1000000,Free,0.0,Everyone,Sports,"June 27, 2018",3.17.0+3,5.0 and up,1,28
3049,US Open Tennis Championships 2018,SPORTS,4.0,9971,33,1000000,Free,0.0,Everyone,Sports,"June 5, 2018",7.1,5.0 and up,1,28
3051,Live Tennis Rankings / LTR,SPORTS,4.8,1660,4.7,10000,Free,0.0,Everyone,Sports,"June 5, 2018",3.9,4.0.3 and up,1,28
9564,Real Madrid App,SPORTS,4.6,161423,73,5000000,Free,0.0,Everyone,Sports,"August 1, 2018",6.5.3,5.0 and up,1,28
3052,Tennis Livescore Widget,SPORTS,4.1,361,2.2,50000,Free,0.0,Everyone,Sports,"October 13, 2016",1.0,2.3 and up,1,28
3046,Fantasy Football,SPORTS,3.5,50179,23,1000000,Free,0.0,Everyone,Sports,"August 2, 2018",2.5.7.1,5.0 and up,1,28
3045,ESPN Fantasy Sports,SPORTS,4.0,176450,10,5000000,Free,0.0,Everyone,Sports,"November 21, 2017",5.3.0,4.4 and up,1,28
3044,Fantasy Football Manager (FPL),SPORTS,4.4,63650,4.6,1000000,Free,0.0,Everyone,Sports,"August 3, 2018",7.0.2,4.1 and up,1,28
3058,"Yahoo Sports - scores, stats, news, & highlights",SPORTS,4.5,32386,19,1000000,Free,0.0,Everyone,Sports,"August 1, 2018",7.8.0,5.1 and up,1,28
3043,DraftKings - Daily Fantasy Sports,SPORTS,4.5,50017,41,1000000,Free,0.0,Adults only 18+,Sports,"July 24, 2018",3.21.324,4.4 and up,0,28
8445,FIFA Soccer,SPORTS,4.2,3909032,51,100000000,Free,0.0,Everyone,Sports,"July 31, 2018",10.5.00,4.1 and up,1,28
3041,FanDuel: Daily Fantasy Sports,SPORTS,4.6,29673,57,1000000,Free,0.0,Mature 17+,Sports,"August 6, 2018",2.46.1,5.0 and up,3,28
8477,DK Live - Sports Play by Play,SPORTS,3.9,255,19,100000,Free,0.0,Everyone,Sports,"May 22, 2018",2.1.4,4.4 and up,1,28
3040,PGA TOUR,SPORTS,4.0,11151,52,1000000,Free,0.0,Everyone,Sports,"June 27, 2018",2018.6,5.0 and up,1,28
8479,DK Pittsburgh Sports,SPORTS,4.1,556,3.3,10000,Free,0.0,Everyone,Sports,"July 26, 2018",3.0.5,4.2 and up,1,28
8480,LineStar For DK,SPORTS,4.3,1387,14,50000,Free,0.0,Everyone,Sports,"June 6, 2018",3.0.3,4.0.3 and up,1,28
3054,"The Championships, Wimbledon 2018",SPORTS,4.3,24082,95,1000000,Free,0.0,Everyone,Sports,"July 4, 2018",6.5,4.4 and up,1,28
8482,Fodbold DK Pro,SPORTS,4.6,315,4.3,1000,Paid,2.99,Everyone,Sports,"June 6, 2018",2.106.0,4.0 and up,1,28
3055,"theScore: Live Sports Scores, News, Stats & Videos",SPORTS,4.4,133833,34,10000000,Free,0.0,Everyone 10+,Sports,"July 25, 2018",6.17.2,4.4 and up,2,28
3057,Tennis 24 - tennis live scores,SPORTS,4.6,990,9.4,100000,Free,0.0,Everyone,Sports,"July 18, 2018",2.28.1,4.1 and up,1,28
3028,The Rules of Golf,SPORTS,4.3,926,9.3,100000,Free,0.0,Everyone,Sports,"January 17, 2018",5.9,4.1 and up,1,28
9613,LocaToWeb - Live GPS tracking,SPORTS,4.6,200,3.0,1000,Paid,2.49,Everyone,Sports,"August 2, 2018",3.9.1,5.0 and up,1,28
3027,Golf Channel,SPORTS,4.1,19230,88,1000000,Free,0.0,Everyone,Sports,"May 30, 2018",4.5.19.56,4.1 and up,1,28
6463,Basket Manager 2018 Free,SPORTS,3.4,1520,6.3,50000,Free,0.0,Everyone,Sports,"April 17, 2018",3.7,4.4 and up,1,28
6465,Basket Manager 2017 Free,SPORTS,4.5,2710,4.8,100000,Free,0.0,Everyone,Sports,"November 27, 2017",4.0,4.1 and up,1,28
9436,Esporte Interativo Plus,SPORTS,3.7,27179,20,1000000,Free,0.0,Everyone,Sports,"July 30, 2018",5.12.1,4.1 and up,1,28
3075,SportsManias Fantasy Team News,SPORTS,3.5,4057,26,500000,Free,0.0,Everyone,Sports,"May 10, 2018",3.2.12,4.0.3 and up,1,28
3076,Thuuz Sports,SPORTS,4.5,5517,5.2,500000,Free,0.0,Everyone,Sports,"April 3, 2018",6.9.12,2.3 and up,1,28
7516,Cl-app!,SPORTS,4.191767218366257,41,0.3,10000,Free,0.0,Everyone,Sports,"May 2, 2013",1.1.11,2.0 and up,1,28
6476,Basket Manager 2016 Free,SPORTS,4.3,1879,4.4,100000,Free,0.0,Everyone,Sports,"February 9, 2017",2.9,4.1 and up,1,28
9424,Esporte Interativo - Notícias e Resultados Ao Vivo,SPORTS,4.4,4600,21,500000,Free,0.0,Everyone,Sports,"January 14, 2018",6.2.6,4.1 and up,1,28
6482,BM Tahmin: Ücretsiz İddaa Tahminleri,SPORTS,4.191767218366257,7,1.9,500,Free,0.0,Everyone,Sports,"December 11, 2017",1.3,4.0.3 and up,1,28
10121,Beach Volleyball 3D,SPORTS,4.2,43191,14,5000000,Free,0.0,Everyone,Sports,"January 10, 2018",1.0.3,2.1 and up,1,28
5686,Predator Calls for Hunting AU,SPORTS,4.4,27,78,10000,Free,0.0,Everyone,Sports,"August 3, 2016",1.0,4.0.3 and up,1,28
6491,Basket Manager 2016 Pro,SPORTS,4.5,117,4.4,1000,Paid,0.99,Everyone,Sports,"February 9, 2017",2.9,4.1 and up,1,28
3077,NCAA Sports,SPORTS,3.9,4272,16,500000,Free,0.0,Everyone,Sports,"April 23, 2018",3.0.13,4.1 and up,1,28
6496,Basket Manager 2017 Pro,SPORTS,4.7,163,4.6,1000,Paid,0.99,Everyone,Sports,"October 6, 2017",3.9,4.1 and up,1,28
6513,[BN] Blitz,SPORTS,3.2,4,5.6,100,Free,0.0,Everyone,Sports,"May 17, 2018",4.6,4.3 and up,1,28
6225,BH Bikes GPS Locator,SPORTS,4.191767218366257,0,10,10,Free,0.0,Everyone,Sports,"July 19, 2018",1.0,5.0 and up,1,28
3006,MUTV - Manchester United TV,SPORTS,4.4,4549,24,500000,Free,0.0,Everyone,Sports,"August 1, 2018",2.4.0,4.1 and up,1,28
6223,BH Bikes Premium,SPORTS,3.0,26,15,1000,Free,0.0,Everyone,Sports,"May 9, 2017",2.1.1,5.0 and up,1,28
3005,MLB Ballpark,SPORTS,3.9,5510,32,1000000,Free,0.0,Everyone,Sports,"July 16, 2018",7.3.0,4.2 and up,1,28
3004,Mercato foot by Maxifoot,SPORTS,4.4,697,3.0,100000,Free,0.0,Everyone,Sports,"March 16, 2017",1.1,4.1 and up,1,28
10166,FA Player Essentials,SPORTS,5.0,7,68,100,Free,0.0,Everyone,Sports,"July 23, 2018",1.6.0,4.0.3 and up,1,28
7792,Jetting for Honda CR dirt bike,SPORTS,4.1,7,3.4,100,Paid,3.49,Everyone,Sports,"April 13, 2016",2.2,3.0 and up,1,28
6489,Bet Master Pro Soccer Predictions,SPORTS,4.4,328,11,10000,Free,0.0,Everyone,Sports,"July 31, 2018",2.0.5,4.4 and up,1,28
8536,DL Calculator,SPORTS,4.5,177,1.1,10000,Free,0.0,Everyone,Sports,"September 17, 2015",1.0,2.2 and up,1,28
10246,FC Bayern Munich,SPORTS,4.6,37140,71,1000000,Free,0.0,Everyone,Sports,"August 1, 2018",1.3.11,4.1 and up,1,28
3026,SwingAid - Level up Golf,SPORTS,4.3,752,33,100000,Free,0.0,Everyone,Sports,"July 10, 2018",2.6.3,4.1 and up,1,28
3025,Telemundo Deportes - Live,SPORTS,4.5,36255,25,1000000,Free,0.0,Everyone,Sports,"August 1, 2018",5.10.5,4.1 and up,1,28
9618,Telemundo Deportes - En Vivo,SPORTS,4.5,36255,25,1000000,Free,0.0,Everyone,Sports,"August 1, 2018",5.10.5,4.1 and up,1,28
3023,NBC Sports Gold,SPORTS,2.9,3017,24,100000,Free,0.0,Everyone,Sports,"July 2, 2018",3.7,4.1 and up,1,28
3022,WatchESPN,SPORTS,4.1,288809,6.6,10000000,Free,0.0,Everyone,Sports,"September 27, 2017",2.5.1,4.4 and up,1,28
3021,NBC Sports,SPORTS,3.1,78442,25,5000000,Free,0.0,Everyone,Sports,"June 22, 2018",5.12.4,4.1 and up,1,28
4256,The J-Notes: Jazz News,SPORTS,4.191767218366257,7,7.2,1000,Free,0.0,Everyone 10+,Sports,"February 28, 2018",5.2.2,4.1 and up,2,28
9476,Booking Revolution,SPORTS,4.2,140883,59,5000000,Free,0.0,Teen,Sports,"July 21, 2018",1.932,4.0 and up,4,28
5662,Rugby AU,SPORTS,2.7,17,14,1000,Free,0.0,Everyone,Sports,"December 21, 2017",1.0.0,4.1 and up,1,28
3017,CBS Sports Fantasy,SPORTS,4.0,43611,27,1000000,Free,0.0,Everyone,Sports,"June 27, 2018",3.17.0+3,5.0 and up,1,28
3016,WatchESPN,SPORTS,4.1,288809,6.6,10000000,Free,0.0,Everyone,Sports,"September 27, 2017",2.5.1,4.4 and up,1,28
5669,Top #5 Bσσkie in AU,SPORTS,4.191767218366257,0,10.0,100,Free,0.0,Everyone,Sports,"December 6, 2017",1.0,4.0 and up,1,28
10099,EY Football,SPORTS,4.191767218366257,0,26,10,Free,0.0,Everyone,Sports,"August 14, 2017",1.0,4.1 and up,1,28
3014,"theScore: Live Sports Scores, News, Stats & Videos",SPORTS,4.4,133825,34,10000000,Free,0.0,Everyone 10+,Sports,"July 25, 2018",6.17.2,4.4 and up,2,28
3073,NCAA March Madness Live,SPORTS,4.1,34123,19,5000000,Free,0.0,Everyone,Sports,"March 30, 2018",7.1.0,5.0 and up,1,28
3013,ESPN Fantasy Sports,SPORTS,4.0,176448,10,5000000,Free,0.0,Everyone,Sports,"November 21, 2017",5.3.0,4.4 and up,1,28
7754,CricQuick,SPORTS,5.0,17,1.5,50,Free,0.0,Everyone,Sports,"December 8, 2017",1.0,4.0.3 and up,1,28
4236,I'm Ping Pong King :),SPORTS,4.4,29864,40,1000000,Free,0.0,Everyone,Sports,"July 26, 2018",2.5,4.1 and up,1,28
6457,Basket Manager 2018 Pro,SPORTS,3.7,84,6.3,1000,Paid,2.99,Everyone,Sports,"April 17, 2018",3.7,4.4 and up,1,28
9449,EJ Elite Prospects League,SPORTS,3.3,3,12,1000,Free,0.0,Everyone,Sports,"February 23, 2018",5.5.4,4.1 and up,1,28
10247,FC BARCELONA EVENTS,SPORTS,4.3,6,11,100,Free,0.0,Everyone,Sports,"April 22, 2018",v2.7.11.16,4.1 and up,1,28
2994,GollerCepte 1903,SPORTS,4.7,25172,30,500000,Free,0.0,Everyone,Sports,"May 23, 2018",5.5,4.1 and up,1,28
10249,Barcelona Live - Goal Score & News for Barca Fans,SPORTS,4.4,38,2.6,10000,Free,0.0,Everyone,Sports,"August 17, 2017",1.0,4.0 and up,1,28
5948,PBA® Bowling Challenge,SPORTS,4.3,242096,87,10000000,Free,0.0,Everyone,Sports,"August 2, 2018",3.4.4,4.1 and up,1,28
8052,CX_WiFiUFO,SPORTS,3.7,818,5.3,100000,Free,0.0,Everyone,Sports,"June 8, 2016",4.4_23,4.0 and up,1,28
2971,Pro 2018 - Series A and B,SPORTS,4.6,101455,6.2,5000000,Free,0.0,Everyone,Sports,"August 3, 2018",2.24.2.0,4.0.3 and up,1,28
8074,Absolute RC Heli Simulator,SPORTS,3.9,654,50,10000,Paid,4.99,Everyone,Sports,"December 20, 2017",3.29,4.1 and up,1,28
9045,Active Soccer 2 DX,SPORTS,3.6,28,48,500,Paid,2.99,Everyone,Sports,"March 28, 2017",1.0.3,1.5 and up,1,28
9033,PORTABLE SOCCER DX Lite,SPORTS,4.2,15068,2.5,1000000,Free,0.0,Everyone,Sports,"June 19, 2018",3.4,2.3 and up,1,28
6866,BV Bombers,SPORTS,4.191767218366257,0,12,100,Free,0.0,Everyone,Sports,"January 31, 2017",7.1.5,4.0 and up,1,28
9026,PORTABLE SOCCER DX,SPORTS,4.4,552,1.6,5000,Paid,1.0,Everyone,Sports,"June 19, 2018",3.4,2.2 and up,1,28
